,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
1471,0,50,0,0,0,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,日本語言文化學系,009042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,177,1000,0.3,0.25,3
1480,0,25,25,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,化學工程與材料工程學系(製程及能源工程組),009122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1000,0.2,0.3,4
1492,0,0,25,0,25,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,9,東海大學,化學工程與材料工程學系(生化工程組),009142,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1000,0.2,0.3,1
1542,0,0,12,0,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,中國文學系,009012,0.0,0.0,0.0,0.0,0.0,24,0.0,3,165,1000,0.3,0.2,3
1909,0,0,0,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,9,東海大學,歷史學系,009032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,87,1000,0.4,0.4,2
1949,0,0,25,0,25,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,9,東海大學,化學工程與材料工程學系(材料工程組),009132,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1000,0.2,0.3,1
2032,25,0,0,0,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,景觀學系,009512,0.0,0.0,0.0,0.0,0.0,24,0.0,1,123,1000,0.5,0.3,3
1430,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(軟體工程組),009202,0.0,3.0,4.5,0.0,3.0,6,3.0,2,72,1000,0.3,0.3,7
1562,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,工業設計學系,009502,0.0,0.0,0.0,0.0,0.0,24,0.0,3,72,1000,0.4,0.3,4
1584,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(資電工程組APCS組),009192,0.0,3.0,4.5,0.0,3.0,6,3.0,2,3,1000,0.3,0.3,7
1645,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(人工智慧組APCS組),009232,0.0,3.0,4.5,0.0,3.0,6,3.0,3,3,1000,0.3,0.3,7
1654,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(資電工程組),009182,0.0,3.0,4.5,0.0,3.0,6,3.0,2,78,1000,0.3,0.3,7
1710,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(軟體工程組APCS組),009212,0.0,3.0,4.5,0.0,3.0,6,3.0,2,3,1000,0.3,0.3,7
1903,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,永續科學與工程學士學位學程,009542,0.0,0.0,0.0,0.0,0.0,24,0.0,2,51,1000,0.5,0.2,4
1992,0,0,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊工程學系(人工智慧組),009222,0.0,3.0,4.5,0.0,3.0,6,3.0,1,84,1000,0.3,0.3,7
1994,0,0,25,0,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,9,東海大學,電機工程學系,009242,0.0,0.0,0.0,0.0,0.0,24,0.0,1,141,1000,0.2,0.4,1
76,75,75,75,0,0,-0.6989700043360189,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,清華學院學士班甲組(不分系招生-音樂),011432,0.0,0.0,0.0,0.0,0.0,24,0.0,2,18,1300,0.4,0.3,4
122,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,藝術與設計學系設計組,011572,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1300,0.4,0.2,7
128,75,75,75,0,0,-0.6989700043360189,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,清華學院學士班乙組(不分系招生-美術),011442,0.0,0.0,0.0,0.0,0.0,24,0.0,1,24,1300,0.4,0.3,4
265,75,75,75,0,88,-3.4011973816621555,-0.6989700043360189,-1.0,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,醫學科學系,011412,0.0,0.0,0.0,0.0,0.0,24,0.0,1,60,1100,0.2,0.4,1
289,50,50,50,0,0,-0.7781512503836436,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,藝術學院學士班,011532,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1100,0.35,0.35,4
312,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,藝術與設計學系創作組,011562,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1300,0.4,0.2,7
326,0,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,音樂學系,011552,0.0,0.0,0.0,0.0,0.0,24,0.0,3,585,200,0.0,0.0,7
344,50,50,50,0,0,-0.7781512503836436,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,運動科學系,011542,0.0,0.0,0.0,0.0,0.0,24,0.0,2,44,1100,0.3,0.25,4
106,0,75,75,0,75,-3.4011973816621555,-1.0,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,理學院學士班,011222,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1100,0.0,0.35,1
30,75,75,75,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,清華學院學士班丁組(不分系招生-創新領導),011462,0.0,0.0,0.0,0.0,0.0,5,5.0,1,30,1100,0.5,0.5,7
149,50,75,50,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,清華學院學士班丙組(不分系招生-創新設計),011452,0.0,0.0,0.0,0.0,0.0,8,6.0,1,30,1300,0.4,0.3,7
281,50,50,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,旭日招生乙組(科管),011492,0.0,0.0,0.0,0.0,0.0,5,4.0,1,16,1100,0.5,0.5,7
303,0,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,生命科學系,011402,0.0,0.0,0.0,0.0,0.0,24,0.0,1,87,1300,0.1,0.4,1
308,75,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,清華學院學士班戊組(青年儲蓄帳戶組),011472,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1100,0.4,0.6,7
189,75,75,75,0,88,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,生命科學院學士班,011422,0.0,3.0,3.0,0.0,3.0,4,3.0,1,66,1100,0.1,0.4,7
224,0,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,化學系,011212,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,1300,0.15,0.2,1
290,0,75,75,0,75,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,生醫工程與環境科學系,011232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,84,1100,0.1,0.4,1
25,75,88,50,50,0,-3.4011973816621555,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,英語教學系(公費生),011102,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,1100,0.4,0.2,7
57,75,75,75,0,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,經濟學系,011132,0.0,0.0,0.0,0.0,0.0,24,0.0,2,141,1100,0.1,0.4,4
110,50,75,75,0,0,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-1.0,10,國立清華大學,物理學系物理組(乙組天文物理組),011192,0.0,0.0,0.0,0.0,0.0,24,0.0,2,20,1000,0.0,0.35,1
135,50,75,75,0,0,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-1.0,10,國立清華大學,物理學系光電物理組,011202,0.0,0.0,0.0,0.0,0.0,24,0.0,1,36,1000,0.0,0.35,1
205,0,50,88,0,50,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,10,國立清華大學,數學系甲組(數學組),011162,0.0,0.0,0.0,0.0,0.0,24,0.0,3,51,1100,0.0,0.2,1
232,88,88,50,75,0,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,10,國立清華大學,外國語文學系,011032,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1000,0.0,0.3,2
284,0,50,75,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,旭日招生丙組(原科、生科、理學),011502,0.0,0.0,0.0,0.0,0.0,6,3.5,1,32,1100,0.5,0.5,7
301,50,75,75,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,10,國立清華大學,物理學系物理組(甲組一般組),011182,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,1000,0.0,0.35,1
325,0,50,88,0,50,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,10,國立清華大學,數學系乙組(應用數學組),011172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,60,1100,0.0,0.2,1
334,50,75,75,0,75,-0.5440680443502757,-0.5440680443502757,-0.5440680443502757,-3.4011973816621555,-0.5440680443502757,10,國立清華大學,原子科學院學士班,011262,0.0,0.0,0.0,0.0,0.0,24,0.0,3,49,1100,0.1,0.4,1
65,88,88,75,75,0,-0.47712125471966244,-0.9030899869919435,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,10,國立清華大學,中國文學系乙組(華語文教學組),011022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,18,1100,0.4,0.2,2
77,88,88,75,75,0,-0.47712125471966244,-0.9030899869919435,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,10,國立清華大學,中國文學系甲組(一般組),011012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,33,1100,0.0,0.3,2
111,50,75,50,0,0,-3.4011973816621555,-0.5440680443502757,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,教育心理與諮商學系,011072,6.0,6.0,6.0,0.0,0.0,5,6.0,2,46,1100,0.4,0.2,4
294,75,75,75,0,0,-0.6989700043360189,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,計量財務金融學系,011152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1100,0.1,0.4,4
22,50,75,88,0,75,-0.6989700043360189,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,10,國立清華大學,工業工程與工程管理學系,011312,0.0,0.0,0.0,0.0,0.0,24,0.0,1,123,1100,0.0,0.45,1
139,75,75,75,0,0,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,科技管理學院學士班,011142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,1100,0.4,0.3,4
26,75,75,0,75,0,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,10,國立清華大學,教育與學習科技學系,011052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,69,1100,0.4,0.3,2
66,50,75,75,0,0,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,竹師教育學院學士班甲組(雙專長組),011112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,42,1100,0.25,0.25,4
72,50,75,75,0,0,-0.6989700043360189,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,竹師教育學院學士班乙組(永續發展教育組),011122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1100,0.3,0.2,4
100,75,88,50,50,0,-0.6989700043360189,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,英語教學系,011092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,1100,0.4,0.2,7
186,75,75,0,75,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,10,國立清華大學,幼兒教育學系,011062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1100,0.3,0.2,2
283,75,75,0,75,0,-0.3979400086720376,-0.3979400086720376,-3.4011973816621555,-0.3979400086720376,-3.4011973816621555,10,國立清華大學,特殊教育學系,011082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1100,0.4,0.2,2
356,75,75,75,0,88,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,化學工程學系,011272,0.0,0.0,0.0,0.0,0.0,24,0.0,2,99,1100,0.0,0.45,1
10,0,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,旭日招生戊組(電資院),011522,0.0,0.0,0.0,0.0,0.0,6,3.0,1,18,1100,0.5,0.5,7
17,50,75,75,0,75,-1.0,-1.0,-1.0,-3.4011973816621555,-1.0,10,國立清華大學,資訊工程學系甲組(電子資訊組),011352,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1100,0.0,0.5,1
32,75,75,75,0,75,-3.4011973816621555,-1.0791812460476249,-1.0791812460476249,-3.4011973816621555,-1.0791812460476249,10,國立清華大學,動力機械工程學系甲組,011282,10.0,17.5,17.5,0.0,17.5,4,10.0,1,30,1100,0.0,0.4,1
42,75,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,工學院學士班,011322,3.0,3.75,3.0,0.0,3.75,4,3.0,2,84,1100,0.1,0.4,7
52,0,88,88,0,88,-3.4011973816621555,-1.0791812460476249,-1.0,-3.4011973816621555,-1.0791812460476249,10,國立清華大學,電機工程學系甲組,011332,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,1100,0.0,0.5,1
62,50,50,0,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,旭日招生甲組(人文、教育),011482,0.0,0.0,0.0,0.0,0.0,7,3.0,2,27,1100,0.5,0.5,7
112,75,75,50,75,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,人文社會學院學士班,011042,3.0,3.0,3.0,3.0,0.0,1,3.0,2,141,1100,0.4,0.3,7
130,0,75,75,0,75,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-1.0,10,國立清華大學,資訊工程學系乙組(資訊工程組),011362,0.0,0.0,0.0,0.0,0.0,24,0.0,1,198,1100,0.0,0.5,1
141,0,75,75,0,75,-3.4011973816621555,-1.0,-1.0,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,電機資訊學院學士班,011392,0.0,0.0,0.0,0.0,0.0,24,0.0,1,48,1100,0.0,0.4,1
159,0,0,75,0,0,-3.4011973816621555,-3.4011973816621555,-1.0,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,資訊工程學系(APCS組),011382,0.0,0.0,0.0,0.0,0.0,24,0.0,1,30,1100,0.6,0.2,6
164,0,88,75,0,88,-3.4011973816621555,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,10,國立清華大學,材料科學工程學系,011302,0.0,0.0,0.0,0.0,0.0,24,0.0,1,174,1100,0.0,0.5,1
177,0,50,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,旭日招生丁組(工學院),011512,0.0,0.0,0.0,0.0,0.0,6,3.5,1,25,1100,0.5,0.5,7
181,0,50,88,0,88,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,10,國立清華大學,電機工程學系乙組,011342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,150,1100,0.0,0.5,1
196,75,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,工程與系統科學系甲組(低碳綠能組),011242,3.0,3.0,3.75,0.0,3.75,4,3.0,1,129,1100,0.1,0.5,7
215,75,75,75,0,75,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,10,國立清華大學,工程與系統科學系乙組(智慧奈米系統組),011252,3.0,3.0,3.75,0.0,3.75,4,3.0,1,105,1100,0.1,0.5,7
248,50,75,75,0,75,-3.4011973816621555,-0.8450980400142568,-0.8450980400142568,-3.4011973816621555,-0.8450980400142568,10,國立清華大學,動力機械工程學系乙組,011292,3.0,5.25,5.25,0.0,5.25,4,3.0,1,204,1100,0.0,0.4,1
254,0,75,75,0,75,-3.4011973816621555,-1.0,-1.0,-3.4011973816621555,-1.0,10,國立清華大學,資訊工程學系丙組(人工智慧組),011372,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1100,0.0,0.5,1
3,0,25,0,0,25,-3.4011973816621555,-1.0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,運動醫學系,012112,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1100,0.6,0.2,1
8,0,25,0,0,25,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,營養學系,012082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,162,1100,0.5,0.2,1
11,75,88,88,0,88,-0.7781512503836436,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,中醫學系甲組,012032,0.0,0.0,0.0,0.0,0.0,24,0.0,1,129,1100,0.4,0.2,1
27,0,25,25,0,0,-3.4011973816621555,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,11,中國醫藥大學,生物醫學影像暨放射科學學系,012142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,114,1100,0.4,0.2,4
68,0,50,50,0,50,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,11,中國醫藥大學,藥學系,012052,0.0,0.0,0.0,0.0,0.0,24,0.0,2,513,1100,0.3,0.2,1
84,25,25,0,0,25,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,護理學系,012062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,171,1100,0.5,0.2,1
97,75,88,88,0,88,-0.7781512503836436,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,中醫學系乙組,012042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,129,1100,0.4,0.2,1
176,25,0,0,0,25,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,醫學檢驗生物技術學系,012072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,84,1100,0.4,0.3,1
216,0,25,0,0,25,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,中國藥學暨中藥資源學系,012122,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1100,0.6,0.2,1
319,0,25,0,0,25,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,物理治療學系,012092,0.0,0.0,0.0,0.0,0.0,24,0.0,3,90,1100,0.5,0.2,1
348,75,88,88,0,88,-0.9030899869919435,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,醫學系,012022,0.0,0.0,0.0,0.0,0.0,24,0.0,2,246,1100,0.4,0.2,1
197,0,25,0,0,25,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,公共衛生學院大一不分系,012152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,330,1100,0.6,0.2,1
198,0,25,0,0,25,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,11,中國醫藥大學,藥用化妝品學系,012132,0.0,0.0,0.0,0.0,0.0,24,0.0,3,84,1100,0.5,0.2,1
83,0,25,0,0,25,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,11,中國醫藥大學,生物科技學系,012102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,114,1100,0.6,0.2,1
59,75,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,11,中國醫藥大學,牙醫學系,012012,3.0,3.0,3.0,0.0,3.0,4,3.0,2,99,1100,0.5,0.2,1
56,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,12,國立交通大學,理學院科學學士學位學程(丙組),013122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,20,1300,0.4,0.25,1
108,50,75,0,50,0,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,12,國立交通大學,旋坤揚帆招生戊組(人文社會),013302,0.0,0.0,0.0,0.0,0.0,24,0.0,2,24,600,0.0,0.5,2
120,0,50,50,0,50,-3.4011973816621555,-0.5440680443502757,-0.5440680443502757,-3.4011973816621555,-0.5440680443502757,12,國立交通大學,旋坤揚帆招生丙組(理學生科),013282,0.0,0.0,0.0,0.0,0.0,24,0.0,1,46,600,0.0,0.7,1
163,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-0.6989700043360189,12,國立交通大學,理學院科學學士學位學程(乙組),013112,0.0,0.0,0.0,0.0,0.0,24,0.0,1,15,1300,0.4,0.25,1
43,50,75,75,0,75,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,12,國立交通大學,應用化學系,013152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,1300,0.25,0.25,1
212,0,0,0,0,75,-3.4011973816621555,-1.0,-0.8450980400142568,-3.4011973816621555,-0.47712125471966244,12,國立交通大學,生物科技學系,013172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,138,800,0.1,0.45,1
136,75,75,88,0,88,-3.4011973816621555,-3.4011973816621555,-0.5440680443502757,-3.4011973816621555,-0.5440680443502757,12,國立交通大學,電子物理學系電子物理組,013142,10.0,20.0,20.0,0.0,20.0,4,10.0,1,46,1000,0.0,0.5,1
234,0,50,75,0,50,-3.4011973816621555,-0.9030899869919435,-0.47712125471966244,-3.4011973816621555,-0.9030899869919435,12,國立交通大學,應用數學系,013162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,81,1000,0.0,0.2,1
305,75,88,0,50,0,-0.47712125471966244,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,12,國立交通大學,外國語文學系,013232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,81,1100,0.0,0.25,7
328,75,75,88,0,88,-3.4011973816621555,-3.4011973816621555,-0.5440680443502757,-3.4011973816621555,-0.5440680443502757,12,國立交通大學,電子物理學系光電與奈米科學組,013132,10.0,20.0,20.0,0.0,20.0,4,10.0,3,46,1000,0.0,0.5,1
20,50,75,75,0,50,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,12,國立交通大學,運輸與物流管理學系,013212,0.0,0.0,0.0,0.0,0.0,24,0.0,1,81,1000,0.1,0.4,1
51,75,75,75,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,12,國立交通大學,管理科學系,013202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,60,1300,0.35,0.15,4
