,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
324,75,88,0,75,0,-0.6989700043360189,-0.5440680443502757,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,6,國立政治大學,韓國語文學系,006312,0.0,0.0,0.0,0.0,0.0,24,0.0,3,35,1300,0.4,0.0,2
327,75,75,0,75,0,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,6,國立政治大學,斯拉夫語文學系,006292,0.0,0.0,0.0,0.0,0.0,24,0.0,3,48,1300,0.45000002,0.0,2
353,75,75,75,75,0,-0.6020599913279624,-0.7781512503836436,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,6,國立政治大學,地政學系土地資源規劃組,006092,2.5,2.5,2.5,0.0,0.0,1,2.5,2,35,1150,0.6,0.0,7
12,0,50,50,0,50,-3.4011973816621555,-0.6989700043360189,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,物理治療學系,007132,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1000,0.5,0.0,1
41,50,50,0,0,50,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,職能治療學系,007122,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,1200,0.2,0.15,3
88,0,50,50,0,25,-3.4011973816621555,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-0.7781512503836436,7,高雄醫學大學,醫學影像暨放射科學系,007102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1000,0.5,0.0,1
98,0,50,0,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,呼吸治療學系,007032,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1200,0.2,0.3,1
126,75,75,75,0,75,-0.8450980400142568,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫學系(公費生),007222,0.0,0.0,0.0,0.0,0.0,24,0.0,1,24,1500,0.5,0.1,1
166,0,0,0,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫學檢驗生物技術學系,007092,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1000,0.4,0.1,1
251,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫學系(薪火A1組),007232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,0,0.0,0.6,1
262,75,75,75,0,75,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,藥學系,007062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,231,1150,0.45,0.05,1
309,0,50,0,0,50,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-0.9030899869919435,7,高雄醫學大學,護理學系,007082,0.0,0.0,0.0,0.0,0.0,24,0.0,1,99,1000,0.4,0.2,1
318,50,75,75,0,75,-3.4011973816621555,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,藥學系(薪火A3組),007252,0.0,0.0,0.0,0.0,0.0,24,0.0,3,6,0,0.0,0.6,1
331,0,50,0,0,50,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,運動醫學系,007022,0.0,0.0,0.0,0.0,0.0,24,0.0,3,84,1000,0.5,0.15,1
355,75,75,75,0,75,-0.8450980400142568,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫學系,007012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,237,1500,0.5,0.1,1
102,0,50,50,0,0,-3.4011973816621555,-0.6989700043360189,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,公共衛生學系,007112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,800,0.5,0.0,4
225,50,50,0,0,50,-0.6989700043360189,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,香粧品學系,007072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,126,1000,0.4,0.2,1
91,25,50,25,0,50,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,生物醫學暨環境生物學系,007172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,69,1150,0.4,0.1,1
93,0,0,0,0,50,-3.4011973816621555,-0.9030899869919435,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,生命科學院學士班,007212,0.0,0.0,0.0,0.0,0.0,24,0.0,2,18,800,0.4,0.1,1
145,0,0,0,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫藥暨應用化學系醫藥化學組,007152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.2,1
268,0,0,0,0,50,-3.4011973816621555,-0.8450980400142568,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,生物科技學系,007182,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,1150,0.3,0.3,1
287,0,0,0,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,醫藥暨應用化學系應用化學組,007162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.2,1
264,0,50,50,0,25,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,心理學系,007192,0.0,0.0,0.0,0.0,0.0,24,0.0,1,84,800,0.6,0.0,4
357,50,50,12,0,0,-1.0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,醫學社會學與社會工作學系,007202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,800,0.5,0.1,3
300,0,25,25,0,0,-3.4011973816621555,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,醫務管理暨醫療資訊學系,007142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,87,800,0.5,0.1,4
125,50,0,0,0,50,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.3010299956639812,7,高雄醫學大學,薪火招生B組,007262,0.0,0.0,0.0,0.0,0.0,24,0.0,1,18,0,0.0,0.6,1
158,50,75,75,0,75,-3.4011973816621555,-1.0791812460476249,-0.9542425094393249,-3.4011973816621555,-0.7781512503836436,7,高雄醫學大學,牙醫學系(薪火A2組),007242,0.0,0.0,0.0,0.0,0.0,24,0.0,1,6,0,0.0,0.6,1
170,50,75,75,0,75,-0.7781512503836436,-0.7781512503836436,-0.7781512503836436,-3.4011973816621555,-0.3979400086720376,7,高雄醫學大學,牙醫學系,007042,0.0,0.0,0.0,0.0,0.0,24,0.0,1,128,1500,0.25,0.1,1
204,0,0,0,0,50,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.3010299956639812,7,高雄醫學大學,薪火招生C組,007272,0.0,0.0,0.0,0.0,0.0,24,0.0,3,36,0,0.0,0.6,1
213,50,25,25,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,7,高雄醫學大學,口腔衛生學系,007052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.3,0.3,1
323,0,50,0,0,0,-0.47712125471966244,-0.3010299956639812,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,7,高雄醫學大學,薪火招生D組,007282,0.0,0.0,0.0,0.0,0.0,24,0.0,3,8,0,0.0,0.6,3
475,50,50,0,0,0,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,室內設計學系,008312,3.0,6.0,0.0,3.0,0.0,1,3.0,1,93,1300,0.3,0.3,5
1369,0,50,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,建築學系,008302,3.0,3.75,3.75,0.0,0.0,5,3.0,2,105,1300,0.3,0.3,7
391,0,0,50,0,50,-3.4011973816621555,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,8,中原大學,化學系材料化學組,008052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,108,1000,0.3,0.3,1
1045,0,0,50,0,50,-3.4011973816621555,-0.6020599913279624,-0.6020599913279624,-3.4011973816621555,-0.47712125471966244,8,中原大學,化學系化學組,008042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,111,1000,0.3,0.3,1
1203,0,25,25,0,50,-3.4011973816621555,-0.6020599913279624,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,8,中原大學,生物科技學系,008072,0.0,0.0,0.0,0.0,0.0,24,0.0,2,204,1000,0.1,0.4,1
804,0,0,50,0,25,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,8,中原大學,物理學系物理組,008022,0.0,6.0,12.0,0.0,12.0,6,6.0,2,105,1000,0.2,0.3,1
851,0,0,25,0,25,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,8,中原大學,應用數學系,008012,0.0,0.0,0.0,0.0,0.0,24,0.0,2,222,1000,0.2,0.3,6
1385,0,0,50,0,25,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,8,中原大學,物理學系光電與材料科學組,008032,0.0,6.0,12.0,0.0,12.0,6,6.0,2,108,1000,0.2,0.3,1
485,25,50,50,0,25,-3.4011973816621555,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-0.6989700043360189,8,中原大學,心理學系,008062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,210,1000,0.5,0.3,1
629,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,企業管理學系工商管理組,008232,0.0,0.0,0.0,0.0,0.0,24,0.0,1,123,1000,0.15,0.35,5
837,50,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,會計學系,008252,4.5,6.0,5.25,0.0,0.0,1,3.0,2,270,1000,0.2,0.3,7
1046,50,25,0,0,0,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,應用華語文學系,008372,0.0,0.0,0.0,0.0,0.0,24,0.0,2,243,1000,0.3,0.3,3
455,0,0,0,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,商業設計學系產品設計組,008332,3.0,3.0,0.0,0.0,3.0,16,3.0,2,48,1000,0.5,0.3,7
634,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,商業設計學系商業設計組,008322,3.0,3.0,0.0,0.0,0.0,9,3.0,1,90,1300,0.3,0.3,7
872,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,企業管理學系服務業管理組,008212,0.0,0.0,0.0,0.0,0.0,24,0.0,3,72,1000,0.15,0.35,5
947,0,50,0,0,0,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,中原大學與美國天普大學商學管理雙學士學位學程,008282,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,1000,0.4,0.3,4
993,0,50,0,0,0,-0.6989700043360189,-0.47712125471966244,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,8,中原大學,國際經營與貿易學系,008242,0.0,0.0,0.0,0.0,0.0,24,0.0,2,141,1000,0.3,0.3,4
1098,25,0,0,0,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,工業與系統工程學系管理組,008172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,96,1000,0.2,0.3,3
1206,50,50,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,8,中原大學,財經法律學系,008292,0.0,0.0,0.0,0.0,0.0,24,0.0,2,225,1000,0.3,0.3,2
1260,50,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,財務金融學系,008272,3.0,4.5,4.5,3.0,0.0,1,3.0,2,213,1000,0.3,0.3,7
1306,0,0,25,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,資訊管理學系,008262,0.0,0.0,0.0,0.0,0.0,24,0.0,2,153,1000,0.3,0.3,5
1389,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,企業管理學系高科技業管理組,008222,0.0,0.0,0.0,0.0,0.0,24,0.0,2,72,1000,0.15,0.35,5
545,0,50,0,0,0,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,應用外國語文學系,008362,0.0,0.0,0.0,0.0,0.0,24,0.0,2,180,1000,0.25,0.3,3
548,0,0,25,0,0,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,8,中原大學,土木工程學系,008112,0.0,0.0,0.0,0.0,0.0,24,0.0,2,336,1000,0.1,0.4,6
777,50,25,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,景觀學系,008342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,111,1300,0.2,0.3,5
865,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,8,中原大學,生物醫學工程學系,008132,0.0,0.0,0.0,0.0,0.0,24,0.0,2,225,1000,0.3,0.3,1
929,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,化學工程學系材料工程組,008102,0.0,3.0,3.0,0.0,3.0,6,3.0,3,114,1000,0.2,0.3,7
1119,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,化學工程學系生化工程組,008092,0.0,3.0,3.0,0.0,3.0,6,3.0,2,114,1000,0.2,0.3,7
1135,50,25,25,0,0,-0.47712125471966244,-0.6989700043360189,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,8,中原大學,特殊教育學系,008352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,108,1000,0.3,0.3,4
1217,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,化學工程學系綠能製程組,008082,0.0,3.0,3.0,0.0,3.0,6,3.0,2,114,1000,0.2,0.3,7
395,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,8,中原大學,電機工程學系,008202,0.0,0.0,0.0,0.0,0.0,24,0.0,1,252,1000,0.15,0.35,4
428,0,0,0,0,25,-3.4011973816621555,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,-0.6020599913279624,8,中原大學,機械工程學系,008122,3.0,3.0,3.0,0.0,3.0,4,3.0,1,360,1000,0.25,0.3,1
579,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,資訊工程學系,008192,3.0,3.0,3.0,0.0,3.0,4,3.0,1,237,1000,0.2,0.3,7
771,25,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,8,中原大學,工業與系統工程學系工程組,008162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,219,1000,0.2,0.3,6
841,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,環境工程學系,008142,3.0,3.0,3.0,0.0,6.0,4,3.0,2,108,1000,0.4,0.3,7
1112,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,8,中原大學,電機資訊學院學士班,008152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,93,1000,0.15,0.35,4
1130,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,8,中原大學,電子工程學系,008182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,291,1000,0.15,0.35,6
1585,0,0,0,0,50,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,9,東海大學,食品科學系,009462,0.0,0.0,0.0,0.0,0.0,24,0.0,2,186,1000,0.3,0.3,1
1674,50,0,0,0,0,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,美術學系,009562,0.0,0.0,0.0,0.0,0.0,24,0.0,2,87,1000,0.3,0.3,5
1804,50,0,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,哲學系,009052,3.0,3.0,3.0,3.0,0.0,1,3.0,1,99,1000,0.3,0.2,7
2037,12,12,0,0,0,-1.4771212547196624,-1.4771212547196624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,音樂學系,009552,0.0,0.0,0.0,0.0,0.0,24,0.0,1,420,1000,0.0,0.0,3
1688,0,0,0,25,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,社會工作學系,009432,3.0,3.0,0.0,3.0,0.0,7,3.0,2,189,1000,0.3,0.3,7
1881,25,0,0,0,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,高齡健康與運動科學學士學位學程,009482,0.0,0.0,0.0,0.0,0.0,24,0.0,2,48,1000,0.5,0.2,3
1899,50,50,25,0,0,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,法律學系,009522,0.0,0.0,0.0,0.0,0.0,24,0.0,2,90,1000,0.25,0.25,3
1958,0,0,0,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,行政管理暨政策學系,009402,6.0,0.0,0.0,4.5,0.0,13,3.0,1,114,1000,0.4,0.2,7
1423,0,0,0,0,50,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,9,東海大學,生命科學系生物醫學組,009092,0.0,0.0,0.0,0.0,0.0,24,0.0,2,87,1000,0.25,0.25,1
1472,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,化學系化學生物組,009082,0.0,4.5,4.5,0.0,6.0,6,3.0,2,69,1000,0.1,0.5,7
1841,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,9,東海大學,生命科學系生態暨生物多樣性組,009102,0.0,0.0,0.0,0.0,0.0,24,0.0,1,87,1000,0.4,0.4,1
1864,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,建築學系,009492,3.0,5.25,6.0,0.0,4.5,6,3.0,1,69,1500,0.4,0.1,7
1656,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,畜產與生物科技學系,009442,3.0,3.0,0.0,0.0,4.5,16,3.0,2,201,1000,0.3,0.3,7
1844,0,25,25,0,25,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,化學系化學組,009072,0.0,4.5,4.5,0.0,6.0,6,3.0,1,63,1000,0.1,0.5,7
1863,0,0,0,0,50,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,畜產與生物科技學系(青年儲蓄帳戶組),009452,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1000,0.3,0.7,7
2085,0,0,0,0,25,-3.4011973816621555,-0.6020599913279624,-0.6989700043360189,-3.4011973816621555,-0.47712125471966244,9,東海大學,環境科學與工程學系,009172,0.0,0.0,0.0,0.0,0.0,24,0.0,1,168,1000,0.25,0.25,1
1429,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,9,東海大學,統計學系(決策管理組),009332,4.5,3.0,6.0,0.0,0.0,15,3.0,2,120,1000,0.3,0.2,6
1715,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,9,東海大學,應用數學系,009112,3.0,4.5,6.0,0.0,0.0,5,3.0,2,84,1000,0.25,0.3,6
1807,0,0,25,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,經濟學系一般經濟組,009362,0.0,0.0,0.0,0.0,0.0,24,0.0,1,144,1000,0.2,0.3,4
1855,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,9,東海大學,政治學系國際關係組,009392,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,1000,0.4,0.25,2
1965,0,25,0,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,應用物理學系,009062,3.0,3.0,3.0,0.0,0.0,5,3.0,1,111,1000,0.25,0.25,7
1978,0,0,25,0,0,-3.4011973816621555,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,經濟學系產業經濟組,009372,0.0,0.0,0.0,0.0,0.0,24,0.0,1,72,1000,0.2,0.3,4
2047,0,0,50,0,0,-3.4011973816621555,-3.4011973816621555,-0.6989700043360189,-3.4011973816621555,-3.4011973816621555,9,東海大學,統計學系(巨量資料管理組),009322,4.5,3.0,6.0,0.0,0.0,15,3.0,1,75,1000,0.3,0.2,6
2082,25,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,外國語文學系,009022,0.0,0.0,0.0,0.0,0.0,24,0.0,1,171,1000,0.4,0.1,4
1606,0,0,0,50,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,9,東海大學,社會學系,009412,0.0,0.0,0.0,0.0,0.0,24,0.0,3,168,1000,0.4,0.3,2
1622,0,50,0,0,0,-0.47712125471966244,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,9,東海大學,企業管理學系(創業與組織領導組),009272,0.0,0.0,0.0,0.0,0.0,24,0.0,3,93,1000,0.25,0.25,4
1712,0,0,0,50,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-0.6020599913279624,-3.4011973816621555,9,東海大學,政治學系政治理論組,009382,0.0,0.0,0.0,0.0,0.0,24,0.0,2,78,1000,0.4,0.25,2
1829,0,0,0,50,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,社會學系(青年儲蓄帳戶組),009422,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1000,0.3,0.7,7
2077,25,0,25,0,0,-0.47712125471966244,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,9,東海大學,會計學系,009292,0.0,0.0,0.0,0.0,0.0,24,0.0,1,207,1000,0.3,0.2,4
1443,0,0,50,0,0,-3.4011973816621555,-0.5440680443502757,-0.7781512503836436,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊管理學系(數位行銷與電子商務應用組),009352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,46,1000,0.3,0.2,4
1596,0,50,0,0,0,-0.47712125471966244,-0.47712125471966244,-0.6020599913279624,-0.47712125471966244,-3.4011973816621555,9,東海大學,企業管理學系(服務創新與經營組),009262,0.0,0.0,0.0,0.0,0.0,24,0.0,2,93,1000,0.25,0.25,2
1664,0,50,0,0,0,-0.47712125471966244,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,9,東海大學,企業管理學系(行銷與數位經營組),009252,0.0,0.0,0.0,0.0,0.0,24,0.0,2,96,1000,0.25,0.25,4
1704,0,25,50,0,0,-3.4011973816621555,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,工業工程與經營資訊學系(智慧設計與生產組),009152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,75,800,0.4,0.3,6
1802,0,50,0,0,0,-0.6020599913279624,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,9,東海大學,國際經營與貿易學系,009282,0.0,0.0,0.0,0.0,0.0,24,0.0,1,168,1000,0.3,0.3,4
1815,0,50,0,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,國際學院國際經營管理學位學程,009532,0.0,0.0,0.0,0.0,0.0,24,0.0,1,96,1000,0.45,0.1,4
1896,0,50,25,0,0,-3.4011973816621555,-0.47712125471966244,-0.6020599913279624,-3.4011973816621555,-3.4011973816621555,9,東海大學,財務金融學系,009302,0.0,0.0,0.0,0.0,0.0,24,0.0,2,207,1000,0.4,0.3,4
1956,0,0,25,0,0,-0.47712125471966244,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,餐旅管理學系,009472,0.0,0.0,0.0,0.0,0.0,24,0.0,1,102,1000,0.3,0.2,3
1967,0,50,25,0,0,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,財務金融學系(青年儲蓄帳戶組),009312,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,1000,0.3,0.7,7
2021,0,50,0,0,0,-3.4011973816621555,-0.7781512503836436,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,9,東海大學,資訊管理學系(物聯網與大數據應用組),009342,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,1000,0.3,0.2,4
2024,0,50,25,0,0,-3.4011973816621555,-0.47712125471966244,-3.4011973816621555,-3.4011973816621555,-3.4011973816621555,9,東海大學,工業工程與經營資訊學系(智慧經營與管理組),009162,0.0,0.0,0.0,0.0,0.0,24,0.0,1,96,800,0.4,0.3,4
